id,answer
455,178
456,168
457,166
458,162
459,179
460,182
461,158
462,172
463,182
464,162
465,154
466,168
467,152
468,154
469,162
470,163
471,159
472,182
473,155
474,181
475,174
476,167
477,168
478,156
479,159
480,181
481,184
482,163
483,152
484,186
485,157
486,153
487,164
488,172
489,152
490,183
491,155
492,169
493,153
494,168
495,170
496,178
497,170
498,163
499,187
500,178
501,155
502,170
503,187
504,151
505,185
506,151
507,171
508,183
509,163
510,167
511,170
512,172
513,171
514,167
515,185
516,157
517,154
518,185
519,150
520,155
521,170
522,166
523,153
524,158
525,182
526,180
527,173
528,151
529,184
530,166
531,183
532,158
533,157
534,155
535,181
536,154
537,171
538,179
539,185
540,171
541,184
542,171
543,173
544,158
545,155
546,168
547,167
548,181
549,158
550,156
551,154
552,152
553,162
554,186
555,151
556,183
557,154
558,168
559,151
560,154
561,184
562,167
563,180
564,170
565,184
566,185
567,184
568,188
569,174
570,184
571,152
572,154
573,175
574,170
575,154
576,161
577,173
578,158
579,153
580,187
581,151
582,158
583,165
584,172
585,174
586,152
587,154
588,167
589,178
590,176
591,181
592,154
593,186
594,173
595,171
596,153
597,168
598,158
599,160
600,166
601,178
602,181
603,170
604,185
605,184
606,178
607,155
608,178
609,185
610,172
611,154
612,153
613,171
614,169
615,155
616,164
617,171
618,167
619,169
620,185
621,173
622,171
623,186
624,186
625,167
626,172
627,159
628,184
629,171
630,154
631,150
632,161
633,182
634,168
635,173
636,156
637,168
638,162
639,154
640,172
641,170
642,155
643,180
644,163
645,188
646,165
647,158
648,153
649,157
650,177
651,179
652,165
653,178
654,188
655,172
656,158
657,154
658,172
659,166
660,173
661,182
662,175
663,160
664,153
665,151
666,186
667,187
668,176
669,184
670,181
671,166
672,169
673,169
674,170
675,159
676,167
677,170
678,150
679,151
680,186
681,158
682,178
683,171
684,160
685,174
686,180
687,170
688,182
689,182
690,168
691,186
692,159
693,164
694,178
695,160
696,152
697,171
698,178
699,155
700,168
701,186
702,184
703,171
704,159
705,172
706,176
707,171
708,163
709,163
710,154
711,182
712,175
713,162
714,167
715,159
716,157
717,188
718,163
719,181
720,162
721,169
722,155
723,179
724,168
725,180
726,162
727,153
728,158
729,153
730,159
731,151
732,179
733,168
734,150
735,168
736,186
737,170
738,174
739,183
740,160
741,177
742,171
743,162
744,183
745,153
746,162
747,188
748,174
749,173
750,188
751,186
752,172
753,177
754,181
755,188
756,159
757,172
758,182
759,175
760,176
761,166
762,150
763,161
764,177
765,153
766,158
767,150
768,176
769,153
770,182
771,173
772,161
773,178
774,157
775,162
776,161
777,160
778,175
779,177
780,155
781,163
782,178
783,187
784,168
785,160
786,182
787,173
788,158
789,161
790,158
791,152
792,180
793,188
794,188
795,184
796,185
797,186
798,184
799,182
800,159
801,159
802,172
803,166
804,159
805,157
806,170
807,152
808,175
809,170
810,173
811,182
812,153
813,180
814,170
815,184
816,171
817,181
818,182
819,187
820,153
821,152
822,174
823,170
824,153
825,179
826,150
827,162
828,156
829,175
830,153
831,167
832,182
833,168
834,184
835,184
836,183
837,180
838,175
839,179
840,153
841,159
842,164
843,168
844,150
845,151
846,171
847,151
848,151
849,170
850,172
851,172
852,177
853,166
854,170
855,187
856,184
857,165
858,159
859,150
860,179
861,151
862,170
863,182
864,159
865,151
866,153
867,170
868,162
869,182
870,180
871,161
872,173
873,178
874,173
875,172
876,162
877,188
878,157
879,150
880,176
881,176
882,151
883,173
884,158
885,172
886,174
887,155
888,168
889,160
890,178
891,186
892,165
893,171
894,162
895,163
896,157
897,169
898,151
899,159
900,175
901,154
902,182
903,168
904,184
905,154
906,164
907,168
908,174
909,166
910,171
911,155
912,151
913,168
914,158
915,152
916,164
917,186
918,183
919,177
920,154
921,186
922,181
923,179
924,188
925,174
926,177
927,185
928,179
929,151
930,161
931,168
932,173
933,174
934,171
935,159
936,153
937,158
938,188
939,185
940,181
941,170
942,167
943,154
944,175
945,178
946,153
947,168
948,179
949,182
950,158
951,181
952,186
953,172
954,168
955,173
956,181
957,168
958,155
959,159
960,169
961,157
962,171
963,188
964,154
965,172
966,154
967,169
968,186
969,167
970,150
971,168
972,168
973,159
974,166
975,171
976,151
977,168
978,163
979,173
980,168
981,168
982,159
983,153
984,158
985,179
986,179
987,162
988,160
989,170
990,164
991,162
992,165
993,186
994,154
995,178
996,188
997,167
998,156
999,178
1000,152
1001,172
1002,165
1003,179
1004,168
1005,175
1006,161
1007,173
1008,166
1009,159
1010,170
1011,159
1012,181
1013,177
1014,184
1015,153
1016,184
1017,158
1018,154
1019,159
1020,156
1021,152
1022,159
1023,160
1024,184
1025,153
1026,184
1027,188
1028,173
1029,182
1030,155
1031,168
1032,154
1033,186
1034,188
1035,187
1036,188
1037,153
1038,173
1039,151
1040,160
1041,177
1042,170
1043,183
1044,153
1045,154
1046,156
1047,170
1048,184
1049,171
1050,159
1051,162
1052,151
1053,163
1054,187
1055,167
1056,172
1057,151
1058,161
1059,156
1060,167
1061,151
1062,155
1063,150
1064,175
1065,179
1066,184
1067,159
1068,151
1069,188
1070,170
1071,185
1072,160
1073,168
1074,185
1075,185
1076,184
1077,163
1078,153
1079,188
1080,171
1081,164
1082,151
1083,151
1084,171
1085,152
1086,169
1087,153
1088,168
1089,188
1090,180
1091,179
1092,175
1093,167
1094,163
1095,150
1096,186
1097,179
1098,162
1099,159
1100,187
1101,164
1102,178
1103,167
1104,178
1105,152
1106,186
1107,155
1108,180
1109,180
1110,183
1111,185
1112,155
1113,165
1114,153
1115,187
1116,185
1117,154
1118,177
1119,156
1120,179
1121,174
1122,159
1123,185
1124,156
1125,168
1126,188
1127,166
1128,151
1129,184
1130,169
1131,169
1132,188
1133,170
1134,159
1135,153
1136,171
1137,153
1138,155
1139,154
1140,182
1141,170
1142,185
1143,176
1144,162
1145,158
1146,183
1147,154
1148,184
1149,165
1150,175
1151,158
1152,187
1153,163
1154,161
1155,177
1156,151
1157,165
1158,164
1159,156
1160,160
1161,153
1162,162
1163,159
1164,150
1165,173
1166,151
1167,160
1168,154
1169,153
1170,184
1171,178
1172,153
1173,155
1174,185
1175,186
1176,178
1177,160
1178,155
1179,170
1180,155
1181,175
1182,152
1183,172
1184,167
1185,187
1186,187
1187,159
1188,162
1189,185
1190,162
1191,151
1192,162
1193,151
1194,151
1195,159
1196,158
1197,185
1198,160
1199,179
1200,186
1201,160
1202,168
1203,151
1204,158
1205,180
1206,153
1207,186
1208,163
1209,171
1210,171
1211,181
1212,162
1213,159
1214,169
1215,177
1216,174
1217,156
1218,154
1219,159
1220,187
1221,180
1222,181
1223,163
1224,174
1225,182
1226,175
1227,170
1228,163
1229,159
1230,184
1231,150
1232,177
1233,179
1234,169
1235,184
1236,182
1237,167
1238,154
1239,174
1240,181
1241,188
1242,152
1243,181
1244,164
1245,167
1246,174
1247,161
1248,161
1249,180
1250,153
1251,165
1252,178
1253,164
1254,170
1255,172
1256,163
1257,161
1258,167
1259,172
1260,181
1261,179
1262,150
1263,164
1264,153
1265,151
1266,158
1267,175
1268,151
1269,157
1270,162
1271,159
1272,178
1273,178
1274,172
1275,184
1276,166
1277,151
1278,187
1279,166
1280,162
1281,188
1282,155
1283,178
1284,159
1285,186
1286,169
1287,162
1288,171
1289,160
1290,154
1291,184
1292,150
1293,171
1294,168
1295,177
1296,188
1297,177
1298,154
1299,172
1300,155
1301,152
1302,175
1303,160
1304,171
1305,185
1306,162
1307,182
1308,182
1309,174
1310,173
1311,165
1312,150
1313,172
1314,174
1315,173
1316,159
1317,178
1318,172
1319,178
1320,169
1321,162
1322,169
1323,152
1324,187
1325,153
1326,159
1327,168
1328,185
1329,168
1330,159
1331,160
1332,166
1333,183
1334,160
1335,153
1336,177
1337,153
1338,176
1339,172
1340,154
1341,159
1342,164
1343,170
1344,170
1345,172
1346,151
1347,171
1348,164
1349,177
1350,168
1351,154
1352,151
1353,154
1354,156
1355,150
1356,155
1357,166
1358,177
1359,163
1360,177
1361,159
1362,181
1363,154
1364,165
1365,151
1366,154
1367,160
1368,159
1369,176
1370,158
1371,154
1372,187
1373,183
1374,180
1375,158
1376,182
1377,163
1378,168
1379,183
1380,175
1381,156
1382,159
1383,155
1384,186
1385,184
1386,153
1387,170
1388,181
1389,171
1390,179
1391,170
1392,155
1393,160
1394,153
1395,188
1396,164
1397,182
1398,179
1399,153
1400,173
1401,185
1402,183
1403,163
1404,154
1405,174
1406,154
1407,178
1408,168
1409,181
1410,172
1411,160
1412,161
1413,158
1414,158
1415,164
1416,185
1417,174
1418,166
1419,183
1420,176
1421,168
1422,171
1423,151
1424,181
1425,183
1426,150
1427,185
1428,169
1429,160
1430,152
1431,180
1432,159
1433,167
1434,162
1435,170
1436,180
1437,155
1438,155
1439,188
1440,161
1441,159
1442,174
1443,170
1444,157
1445,154
1446,179
1447,160
1448,170
1449,157
1450,172
1451,158
1452,151
1453,155
1454,167
1455,171
1456,159
1457,152
1458,164
1459,188
1460,170
1461,163
1462,151
1463,167
1464,153
1465,177
1466,153
1467,157
1468,184
1469,171
1470,172
1471,153
1472,182
1473,188
1474,153
1475,162
1476,150
1477,171
1478,157
1479,169
1480,176
1481,160
1482,178
1483,168
1484,154
1485,161
1486,151
1487,158
1488,188
1489,180
1490,180
1491,179
1492,185
1493,159
1494,186
1495,185
1496,181
1497,159
1498,155
1499,185
1500,181
1501,164
1502,188
1503,154
1504,168
1505,157
1506,154
1507,184
1508,152
1509,173
1510,165
1511,164
1512,152
1513,188
1514,182
1515,182
1516,171
1517,157
1518,169
1519,158
1520,173
1521,155
1522,165
1523,188
1524,172
1525,185
1526,177
1527,187
1528,153
1529,177
1530,166
1531,171
1532,176
1533,154
1534,188
1535,173
1536,188
1537,151
1538,178
1539,158
1540,159
1541,188
1542,154
1543,176
1544,175
1545,165
1546,174
1547,153
1548,163
1549,153
1550,150
1551,185
1552,169
1553,155
1554,184
1555,156
1556,169
1557,170
1558,156
1559,170
1560,164
1561,155
1562,163
1563,165
1564,187
1565,157
1566,181
1567,164
1568,153
1569,179
1570,176
1571,168
1572,183
1573,185
1574,160
1575,185
1576,156
1577,188
1578,188
1579,186
1580,159
1581,161
1582,178
1583,166
1584,158
1585,154
1586,159
1587,188
1588,167
1589,170
1590,153
1591,153
1592,171
1593,178
1594,157
1595,169
1596,176
1597,159
1598,173
1599,151
1600,161
1601,150
1602,150
1603,161
1604,165
1605,153
1606,157
1607,171
1608,153
1609,184
1610,183
1611,167
1612,173
1613,167
1614,154
1615,150
1616,162
1617,171
1618,175
1619,156
1620,164
1621,184
1622,179
1623,185
1624,158
1625,155
1626,154
1627,168
1628,152
1629,153
1630,185
1631,188
1632,155
1633,162
1634,163
1635,160
1636,163
1637,160
1638,165
1639,184
1640,154
1641,181
1642,154
1643,167
1644,167
1645,184
1646,150
1647,168
1648,183
1649,185
1650,154
1651,157
1652,154
1653,160
1654,153
1655,159
1656,182
1657,173
1658,180
1659,185
1660,188
1661,161
1662,178
1663,179
1664,181
1665,180
1666,176
1667,168
1668,151
1669,159
1670,182
1671,172
1672,154
1673,151
1674,155
1675,168
1676,177
1677,171
1678,163
1679,167
1680,155
1681,184
1682,165
1683,155
1684,179
1685,184
1686,171
1687,158
1688,158
1689,179
1690,168
1691,154
1692,165
1693,155
1694,156
1695,154
1696,168
1697,158
1698,158
1699,170
1700,178
1701,181
1702,164
1703,178
1704,158
1705,175
1706,171
1707,182
1708,170
1709,187
1710,177
1711,188
1712,160
1713,151
1714,163
1715,154
1716,171
1717,184
1718,179
1719,188
1720,161
1721,162
1722,154
1723,185
1724,184
1725,177
1726,168
1727,153
1728,178
1729,157
1730,177
1731,177
1732,179
1733,185
1734,169
1735,150
1736,150
1737,161
1738,160
1739,162
1740,186
1741,164
1742,179
1743,186
1744,170
1745,161
1746,155
1747,181
1748,171
1749,176
1750,156
1751,168
1752,161
1753,170
1754,182
1755,150
1756,188
1757,153
1758,187
1759,181
1760,185
1761,153
1762,170
1763,185
1764,154
1765,169
1766,162
1767,179
1768,170
1769,163
1770,185
1771,153
1772,167
1773,171
1774,170
1775,157
1776,183
1777,185
1778,185
1779,157
1780,181
1781,188
1782,156
1783,159
1784,153
1785,170
1786,156
1787,187
1788,169
1789,178
1790,167
1791,168
1792,185
1793,162
1794,175
1795,154
1796,150
1797,167
1798,188
1799,171
1800,176
1801,161
1802,178
1803,184
1804,176
1805,160
1806,168
1807,162
1808,153
1809,161
1810,185
1811,165
1812,180
1813,187
1814,152
1815,181
1816,178
1817,164
1818,150
1819,179
1820,171
1821,159
1822,163
1823,167
1824,173
1825,171
1826,173
1827,154
1828,180
1829,170
1830,157
1831,159
1832,186
1833,156
1834,153
1835,162
1836,154
1837,188
1838,185
1839,185
1840,159
1841,154
1842,164
1843,158
1844,184
1845,157
1846,183
1847,150
1848,156
1849,150
1850,156
1851,173
1852,154
1853,182
1854,158
1855,154
1856,167
1857,179
1858,187
1859,184
1860,185
1861,153
1862,184
1863,154
1864,177
1865,181
1866,188
1867,170
1868,156
1869,167
1870,167
1871,171
1872,167
1873,153
1874,166
1875,181
1876,165
1877,176
1878,173
1879,162
1880,175
1881,158
1882,179
1883,184
1884,184
1885,181
1886,157
1887,188
1888,154
1889,150
1890,151
1891,172
1892,154
1893,183
1894,155
1895,181
1896,159
1897,173
1898,168
1899,182
1900,155
1901,152
1902,158
1903,175
1904,184
1905,171
1906,151
1907,151
1908,153
1909,184
1910,181
1911,182
1912,184
1913,174
1914,171
1915,159
1916,173
1917,186
1918,154
1919,153
1920,168
1921,185
1922,186
1923,181
1924,178
1925,173
1926,163
1927,175
1928,161
1929,152
1930,170
1931,159
1932,155
1933,186
1934,174
1935,167
1936,151
1937,180
1938,154
1939,175
1940,156
1941,161
1942,177
1943,173
1944,172
1945,174
1946,185
1947,170
1948,157
1949,171
1950,159
1951,153
1952,170
1953,177
1954,150
1955,168
1956,184
1957,150
1958,155
1959,179
1960,171
1961,173
1962,168
1963,181
1964,160
1965,153
1966,167
1967,153
1968,182
1969,168
1970,170
1971,171
1972,163
1973,151
1974,187
1975,174
1976,167
1977,158
1978,179
1979,152
1980,182
1981,182
1982,153
1983,187
1984,155
1985,172
1986,159
1987,167
1988,183
1989,162
1990,161
1991,181
1992,171
1993,180
1994,172
1995,151
1996,186
1997,174
1998,169
1999,168
2000,150
2001,157
2002,176
2003,187
2004,173
2005,154
2006,159
2007,159
2008,183
2009,184
2010,175
2011,175
2012,154
2013,188
2014,187
2015,178
2016,163
2017,165
2018,181
2019,155
2020,184
2021,162
2022,156
2023,158
2024,165
2025,169
2026,154
2027,178
2028,184
2029,185
2030,182
2031,166
2032,184
2033,163
2034,159
2035,165
2036,179
2037,187
2038,159
2039,157
2040,154
2041,177
2042,171
2043,186
2044,150
2045,177
2046,151
2047,173
2048,169
2049,161
2050,168
2051,161
2052,161
2053,181
2054,155
2055,188
2056,179
2057,182
2058,170
2059,185
2060,171
2061,173
2062,154
2063,173
2064,164
2065,155
2066,158
2067,153
2068,154
2069,185
2070,156
2071,173
2072,188
2073,168
2074,188
2075,171
2076,155
2077,183
2078,181
2079,174
2080,151
2081,150
2082,150
2083,167
2084,158
2085,151
2086,154
2087,188
2088,162
2089,187
2090,161
2091,184
2092,161
2093,153
2094,151
2095,157
2096,169
2097,176
2098,179
2099,177
2100,161
2101,181
2102,162
2103,171
2104,185
2105,185
2106,185
2107,184
2108,150
2109,151
2110,179
2111,166
2112,159
2113,166
2114,170
2115,183
2116,182
2117,159
2118,178
2119,176
2120,158
2121,174
2122,181
2123,155
2124,160
2125,170
2126,158
2127,158
2128,157
2129,159
2130,170
2131,161
2132,170
2133,175
2134,157
2135,180
2136,176
2137,185
2138,151
2139,186
2140,184
2141,167
2142,187
2143,162
2144,181
2145,188
2146,160
2147,178
2148,171
2149,153
2150,154
2151,188
2152,158
2153,179
2154,151
2155,172
2156,183
2157,180
2158,179
2159,160
2160,184
2161,164
2162,171
2163,155
2164,185
2165,151
2166,163
2167,179
2168,170
2169,187
2170,175
2171,150
2172,154
2173,169
2174,184
2175,184
2176,188
2177,158
2178,170
2179,178
2180,182
2181,187
2182,185
2183,163
2184,152
2185,154
2186,163
2187,150
2188,172
2189,154
2190,184
2191,154
2192,183
2193,156
2194,162
2195,163
2196,178
2197,159
2198,168
2199,181
2200,168
2201,156
2202,176
2203,170
2204,152
2205,179
2206,150
2207,163
2208,161
2209,173
2210,188
2211,152
2212,178
2213,181
2214,181
2215,164
2216,185
2217,170
2218,187
2219,162
2220,153
2221,167
2222,180
2223,164
2224,152
2225,167
2226,173
2227,152
2228,172
2229,169
2230,151
2231,182
2232,156
2233,185
2234,171
2235,179
2236,160
2237,160
2238,152
2239,182
2240,183
2241,178
2242,159
2243,171
2244,167
2245,159
2246,186
2247,159
2248,150
2249,181
2250,162
2251,177
2252,165
2253,161
2254,178
2255,162
2256,177
2257,151
2258,150
2259,153
2260,188
2261,152
2262,171
2263,155
2264,161
2265,168
2266,150
2267,164
2268,158
2269,180
2270,167
2271,156
2272,176
2273,166
2274,151
2275,159
2276,169
2277,166
2278,176
2279,173
2280,174
2281,183
2282,178
2283,171
2284,179
2285,186
2286,159
2287,168
2288,154
2289,151
2290,164
2291,151
2292,167
2293,172
2294,165
2295,167
2296,173
2297,168
2298,162
2299,182
2300,159
2301,181
2302,173
2303,153
2304,163
2305,158
2306,158
2307,173
2308,185
2309,185
2310,184
2311,153
2312,177
2313,164
2314,151
2315,162
2316,156
2317,167
2318,157
2319,151
2320,162
2321,156
2322,187
2323,169
2324,185
2325,159
2326,178
2327,176
2328,159
2329,178
2330,163
2331,171
2332,159
2333,168
2334,167
2335,186
2336,188
2337,154
2338,181
2339,152
2340,183
2341,152
2342,159
2343,156
2344,182
2345,188
2346,157
2347,172
2348,167
2349,186
2350,169
2351,180
2352,156
2353,153
2354,175
2355,158
2356,182
2357,162
2358,169
2359,151
2360,159
2361,170
2362,163
2363,178
2364,163
2365,182
2366,164
2367,163
2368,182
2369,188
2370,185
2371,172
2372,153
2373,170
2374,163
2375,180
2376,165
2377,158
2378,174
2379,160
2380,165
2381,170
2382,188
2383,153
2384,150
2385,154
2386,151
2387,171
2388,185
2389,168
2390,182
2391,187
2392,168
2393,168
2394,182
2395,178
2396,184
2397,181
2398,173
2399,169
2400,178
2401,156
2402,163
2403,172
2404,168
2405,159
2406,176
2407,170
2408,184
2409,173
2410,188
2411,171
2412,162
2413,178
2414,184
2415,152
2416,172
2417,159
2418,164
2419,169
2420,179
2421,154
2422,154
2423,187
2424,161
2425,162
2426,164
2427,164
2428,170
2429,163
2430,185
2431,188
2432,184
2433,181
2434,167
2435,171
2436,187
2437,154
2438,179
2439,171
2440,188
2441,179
2442,150
2443,170
2444,162
2445,175
2446,159
2447,164
2448,188
2449,181
2450,185
2451,159
2452,179
2453,187
2454,165
2455,159
2456,186
2457,180
2458,177
2459,170
2460,182
2461,151
2462,184
2463,151
2464,175
2465,179
2466,176
2467,150
2468,162
2469,158
2470,150
2471,153
2472,171
2473,178
2474,158
2475,161
2476,155
2477,180
2478,178
2479,171
2480,187
2481,179
2482,154
2483,174
2484,172
2485,150
2486,168
2487,162
2488,167
2489,188
2490,158
2491,175
2492,179
2493,184
2494,159
2495,179
2496,161
2497,158
2498,181
2499,162
2500,150
2501,155
2502,154
2503,174
2504,155
2505,166
2506,170
2507,166
2508,158
2509,184
2510,164
2511,186
2512,163
2513,171
2514,163
2515,150
2516,152
2517,157
2518,184
2519,167
2520,154
2521,171
2522,170
2523,186
2524,182
2525,157
2526,165
2527,177
2528,185
2529,182
2530,163
2531,151
2532,187
2533,165
2534,187
2535,163
2536,187
2537,162
2538,169
2539,153
2540,161
2541,156
2542,181
2543,188
2544,170
2545,163
2546,176
2547,158
2548,179
2549,150
2550,168
2551,187
2552,181
2553,179
2554,170
2555,178
2556,184
2557,155
2558,160
2559,173
2560,157
2561,151
2562,153
2563,164
2564,185
2565,170
2566,153
2567,187
2568,154
2569,172
2570,185
2571,160
2572,160
2573,169
2574,157
2575,184
2576,167
2577,184
2578,183
2579,162
2580,166
2581,184
2582,170
2583,180
2584,182
2585,162
2586,179
2587,170
2588,184
2589,176
2590,166
2591,157
2592,188
2593,177
2594,171
2595,184
2596,187
2597,187
2598,164
2599,161
2600,172
2601,153
2602,174
2603,185
2604,179
2605,161
2606,168
2607,185
2608,163
2609,184
2610,152
2611,171
2612,170
2613,180
2614,184
2615,177
2616,151
2617,179
2618,168
2619,187
2620,163
2621,171
2622,159
2623,155
2624,172
2625,160
2626,151
2627,166
2628,182
2629,173
2630,168
2631,161
2632,174
2633,186
2634,158
2635,172
2636,167
2637,154
2638,164
2639,150
2640,170
2641,182
2642,185
2643,159
2644,182
2645,177
2646,188
2647,179
2648,168
2649,162
2650,150
2651,184
2652,188
2653,173
2654,154
2655,187
2656,174
2657,165
2658,179
2659,154
2660,171
2661,185
2662,181
2663,170
2664,151
2665,154
2666,159
2667,162
2668,158
2669,188
2670,151
2671,152
2672,181
2673,163
2674,158
2675,158
2676,181
2677,166
2678,160
2679,168
2680,187
2681,159
2682,151
2683,176
2684,171
2685,182
2686,160
2687,179
2688,184
2689,184
2690,188
2691,172
2692,175
2693,177
2694,184
2695,165
2696,179
2697,164
2698,150
2699,153
2700,178
2701,154
2702,162
2703,151
2704,161
2705,181
2706,172
2707,185
2708,181
2709,178
2710,165
2711,177
2712,187
2713,152
2714,169
2715,151
2716,152
2717,154
2718,177
2719,154
2720,157
2721,179
2722,151
2723,156
2724,159
2725,158
2726,184
2727,151
2728,153
2729,154
2730,158
2731,154
2732,184
2733,184
2734,162
2735,174
2736,161
2737,168
2738,181
2739,184
2740,159
2741,181
2742,181
2743,168
2744,185
2745,175
2746,178
2747,172
2748,180
2749,160
2750,157
2751,177
2752,178
2753,159
2754,175
2755,163
2756,158
2757,172
2758,184
2759,168
2760,154
2761,187
2762,163
2763,182
2764,163
2765,171
2766,181
2767,150
2768,172
2769,154
2770,174
2771,185
2772,184
2773,161
2774,164
2775,166
2776,179
2777,174
2778,185
2779,176
2780,159
2781,164
2782,170
2783,188
2784,184
2785,160
2786,153
2787,168
2788,154
2789,187
2790,184
2791,154
2792,184
2793,152
2794,157
2795,177
2796,157
2797,171
2798,150
2799,165
2800,184
2801,151
2802,163
2803,183
2804,178
2805,162
2806,158
2807,166
2808,187
2809,155
2810,184
2811,164
2812,170
2813,156
2814,177
2815,175
2816,184
2817,164
2818,159
2819,177
2820,158
2821,165
2822,159
2823,174
2824,177
2825,179
2826,161
2827,158
2828,164
2829,162
2830,153
2831,165
2832,173
2833,183
2834,162
2835,181
2836,171
2837,184
2838,174
2839,176
2840,172
2841,167
2842,159
2843,150
2844,175
2845,176
2846,183
2847,173
2848,151
2849,165
2850,184
2851,167
2852,188
2853,188
2854,163
2855,158
2856,153
2857,154
2858,169
2859,159
2860,164
2861,168
2862,186
2863,177
2864,157
2865,181
2866,178
2867,186
2868,177
2869,183
2870,160
2871,175
2872,155
2873,158
2874,168
2875,173
2876,168
2877,168
2878,155
2879,183
2880,177
2881,183
2882,163
2883,175
2884,176
2885,188
2886,154
2887,181
2888,158
2889,153
2890,157
2891,159
2892,187
2893,180
2894,175
2895,154
2896,184
2897,152
2898,164
2899,155
2900,175
2901,152
2902,183
2903,174
2904,187
2905,171
2906,163
2907,188
2908,174
2909,168
2910,158
2911,168
2912,161
2913,157
2914,170
2915,151
2916,179
2917,171
2918,179
2919,175
2920,175
2921,158
2922,173
2923,154
2924,181
2925,165
2926,188
2927,176
2928,183
2929,158
2930,154
2931,173
2932,179
2933,152
2934,160
2935,180
2936,171
2937,153
2938,179
2939,167
2940,187
2941,151
2942,163
2943,151
2944,188
2945,154
2946,158
2947,150
2948,161
2949,154
2950,163
2951,157
2952,184
2953,188
2954,169
2955,157
2956,154
2957,172
2958,175
2959,158
2960,184
2961,180
2962,172
2963,169
2964,151
2965,170
2966,165
2967,162
2968,188
2969,177
2970,182
2971,164
2972,159
2973,158
2974,160
2975,183
2976,180
2977,153
2978,171
2979,153
2980,184
2981,183
2982,151
2983,174
2984,159
2985,167
2986,158
2987,164
2988,170
2989,176
2990,181
2991,185
2992,154
2993,188
2994,186
2995,184
2996,159
2997,151
